TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
Source Code,81,91,2011,http://www.rottentomatoes.com/m/source_code/
Safety Not Guaranteed,81,91,2012,http://www.rottentomatoes.com/m/safety_not_guaranteed/
Water,81,91,2005,http://www.rottentomatoes.com/m/water/
Baadasssss!,81,91,2003,http://www.rottentomatoes.com/m/baadasssss/
Vera Drake,82,92,2004,http://www.rottentomatoes.com/m/vera_drake/
12 Angry Men,82,92,1997,http://www.rottentomatoes.com/m/1079908-12_angry_men/
No Country for Old Men,84,94,2007,http://www.rottentomatoes.com/m/no_country_for_old_men/
Gone Baby Gone,84,94,2007,http://www.rottentomatoes.com/m/gone_baby_gone/
Win Win,84,94,2011,http://www.rottentomatoes.com/m/win_win_2011/
American Splendor,84,94,2003,http://www.rottentomatoes.com/m/american_splendor/
Weekend,85,95,2011,http://www.rottentomatoes.com/m/weekend_2011/
Fallen Angels,85,95,1995,http://www.rottentomatoes.com/m/fallen_angels_hong_kong/
True Grit,86,96,2010,http://www.rottentomatoes.com/m/true-grit-2010/
Shadowlands,86,96,1993,http://www.rottentomatoes.com/m/1048267-shadowlands/
Dreams With Sharp Teeth,86,96,2007,http://www.rottentomatoes.com/m/1195435-dreams_with_sharp_teeth/
The Artist,88,98,2011,http://www.rottentomatoes.com/m/the_artist/
Sense and Sensibility,88,98,1995,http://www.rottentomatoes.com/m/1068832-sense_and_sensibility/
Terminator 2: Judgment Day,88,98,1991,http://www.rottentomatoes.com/m/terminator_2_judgment_day/
Sound City,90,100,2013,http://www.rottentomatoes.com/m/sound_city/
Swimming To Cambodia,90,100,1987,http://www.rottentomatoes.com/m/swimming-to-cambodia/
My Left Foot,90,100,1989,http://www.rottentomatoes.com/m/my_left_foot/
28 Up,90,100,1984,http://www.rottentomatoes.com/m/28_up/
Manufacturing Consent - Noam Chomsky and the Media,90,100,1993,http://www.rottentomatoes.com/m/manufacturing_consent_noam_chomsky_and_the_media/
Fearless Freaks,90,100,2004,http://www.rottentomatoes.com/m/flaming_lips_the_fearless_freaks/
Still Bill,90,100,2009,http://www.rottentomatoes.com/m/still_bill/
Elektra Luxx,18,29,2011,http://www.rottentomatoes.com/m/elektra-luxx/
Chasers,22,33,1994,http://www.rottentomatoes.com/m/chasers/
August,24,35,2008,http://www.rottentomatoes.com/m/august/
Le Divorce,25,36,2003,http://www.rottentomatoes.com/m/1124832-divorce/
Silent House,30,41,2012,http://www.rottentomatoes.com/m/silent_house_2012/
Killshot,32,43,2009,http://www.rottentomatoes.com/m/killshot/
Mothers Boys,32,43,1994,http://www.rottentomatoes.com/m/mothers_boys/
The Paperboy,33,44,2012,http://www.rottentomatoes.com/m/the_paperboy_2012/
Cabin Boy,35,46,1994,http://www.rottentomatoes.com/m/cabin_boy/
The Lords of Salem,36,47,2013,http://www.rottentomatoes.com/m/the_lords_of_salem/
Toolbox Murders,36,47,2004,http://www.rottentomatoes.com/m/toolbox_murders/
The Tall Man,39,50,2012,http://www.rottentomatoes.com/m/the_tall_man_2012/
Dead Birds,39,50,2004,http://www.rottentomatoes.com/m/1140781-dead_birds/
Maniac Cop,39,50,1988,http://www.rottentomatoes.com/m/maniac_cop/
The Secret Agent,39,50,1996,http://www.rottentomatoes.com/m/1074002-secret_agent/
Betsys Wedding,39,50,1990,http://www.rottentomatoes.com/m/betsys_wedding/
Observe and Report,40,51,2009,http://www.rottentomatoes.com/m/observe_and_report/
Ellie Parker,41,52,2005,http://www.rottentomatoes.com/m/ellie_parker/
Little Birds,42,53,2012,http://www.rottentomatoes.com/m/little_birds/
Malice,42,53,1993,http://www.rottentomatoes.com/m/malice/
Alien Nation,45,56,1988,http://www.rottentomatoes.com/m/alien_nation/
Green Card,45,56,1990,http://www.rottentomatoes.com/m/green_card/
The Dictator,46,57,2012,http://www.rottentomatoes.com/m/the_dictator_2012/
Dark Blue,47,58,2003,http://www.rottentomatoes.com/m/dark_blue/
Easy,48,59,2003,http://www.rottentomatoes.com/m/easy/
Jack Brooks: Monster Slayer,49,60,2008,http://www.rottentomatoes.com/m/jack_brooks_monster_slayer/
Brideshead Revisited,52,63,2008,http://www.rottentomatoes.com/m/brideshead_revisited/
Great Balls of Fire!,52,63,1989,http://www.rottentomatoes.com/m/great_balls_of_fire/
Wild Things,53,64,1998,http://www.rottentomatoes.com/m/wild_things/
We Dont Live Here Anymore,53,64,2004,http://www.rottentomatoes.com/m/we_dont_live_here_anymore/
The Five-Year Engagement,53,64,2012,http://www.rottentomatoes.com/m/the_five_year_engagement/
Waterland,56,67,1992,http://www.rottentomatoes.com/m/waterland/
Cobb,56,67,1994,http://www.rottentomatoes.com/m/cobb/
Analyze This,57,68,1999,http://www.rottentomatoes.com/m/analyze_this/
Wrong,57,68,2013,http://www.rottentomatoes.com/m/wrong_2011/
Barbershop 2 - Back in Business,57,68,2004,http://www.rottentomatoes.com/m/barbershop_2_back_in_business/
Kokoda,60,71,2006,http://www.rottentomatoes.com/m/kokoda/
Angels and Insects,60,71,1995,http://www.rottentomatoes.com/m/angels_and_insects/
Lemony Snickets A Series of Unfortunate Events,61,72,2004,http://www.rottentomatoes.com/m/lemony_snicket/
Beavis and Butt-Head Do America,61,72,1996,http://www.rottentomatoes.com/m/beavis_and_butthead_do_america/
A Family Thing,62,73,1996,http://www.rottentomatoes.com/m/family_thing/
Like Crazy,62,73,2011,http://www.rottentomatoes.com/m/like_crazy/
Monster House,63,74,2006,http://www.rottentomatoes.com/m/monster_house/
Joy Ride,63,74,2001,http://www.rottentomatoes.com/m/joy_ride/
Permanent Record,64,75,1988,http://www.rottentomatoes.com/m/permanent_record/
Eyes Wide Shut,66,77,1999,http://www.rottentomatoes.com/m/eyes_wide_shut/
The Mask,66,77,1994,http://www.rottentomatoes.com/m/1053779-mask/
From Beyond,66,77,1986,http://www.rottentomatoes.com/m/from_beyond/
Charlottes Web,67,78,2006,http://www.rottentomatoes.com/m/charlottes_web/
Caravaggio,67,78,1986,http://www.rottentomatoes.com/m/1032794-caravaggio/
Brassed Off,68,79,1996,http://www.rottentomatoes.com/m/brassed_off/
Gas Food Lodging,68,79,1992,http://www.rottentomatoes.com/m/gas_food_lodging/
Get the Gringo,69,80,2012,http://www.rottentomatoes.com/m/get_the_gringo/
Flight of the Navigator,69,80,1986,http://www.rottentomatoes.com/m/flight_of_the_navigator/
Parting Glances,69,80,1986,http://www.rottentomatoes.com/m/parting_glances/
Bill & Teds Excellent Adventure,70,81,1989,http://www.rottentomatoes.com/m/bill_and_teds_excellent_adventure/
Goon,71,82,2012,http://www.rottentomatoes.com/m/goon/
Hidden Agenda,72,83,1990,http://www.rottentomatoes.com/m/1032750-hidden_agenda/
"I Love You, Man",72,83,2009,http://www.rottentomatoes.com/m/i_love_you_man/
Morvern Callar,73,84,2002,http://www.rottentomatoes.com/m/morvern_callar/
Elf,73,84,2003,http://www.rottentomatoes.com/m/elf/
A Passage to India,74,85,1984,http://www.rottentomatoes.com/m/passage_to_india/
While You Were Sleeping,75,86,1995,http://www.rottentomatoes.com/m/while_you_were_sleeping/
Gosford Park,75,86,2001,http://www.rottentomatoes.com/m/gosford_park/
Fearless,75,86,1993,http://www.rottentomatoes.com/m/1046151-fearless/
The Wings of the Dove,75,86,1997,http://www.rottentomatoes.com/m/wings_of_the_dove/
Henry Fool,77,88,1998,http://www.rottentomatoes.com/m/henry_fool/
The Naked Gun - From the Files of Police Squad!,78,89,1988,http://www.rottentomatoes.com/m/naked_gun_from_the_files_of_police_squad/
"Good Morning, Vietnam",78,89,1987,http://www.rottentomatoes.com/m/good_morning_vietnam/
In the Company of Men,78,89,1997,http://www.rottentomatoes.com/m/in_the_company_of_men/
Red Cliff (Chi Bi),78,89,2008,http://www.rottentomatoes.com/m/red_cliff/
Mean Creek,79,90,2003,http://www.rottentomatoes.com/m/mean_creek/
Lantana,79,90,2001,http://www.rottentomatoes.com/m/lantana/
Precious: Based on the Novel Push by Sapphire,80,91,2008,http://www.rottentomatoes.com/m/precious/
Dinner Rush,80,91,2000,http://www.rottentomatoes.com/m/dinner_rush/
Traffic,81,92,2000,http://www.rottentomatoes.com/m/1103281-traffic/
Manhattan Murder Mystery,81,92,1993,http://www.rottentomatoes.com/m/manhattan_murder_mystery/
Tarnation,81,92,2003,http://www.rottentomatoes.com/m/tarnation/
Chris & Don: A Love Story,81,92,2007,http://www.rottentomatoes.com/m/chris_and_don/
An Unreasonable Man,81,92,2005,http://www.rottentomatoes.com/m/unreasonable_man/
Midnight in Paris,82,93,2011,http://www.rottentomatoes.com/m/midnight_in_paris/
Grizzly Man,82,93,2005,http://www.rottentomatoes.com/m/grizzly_man/
Boogie Man: The Lee Atwater Story,82,93,2008,http://www.rottentomatoes.com/m/boogie_man_the_lee_atwater_story/
The Lord of the Rings: The Return of the King,83,94,2003,http://www.rottentomatoes.com/m/the_lord_of_the_rings_the_return_of_the_king/
The Town,83,94,2010,http://www.rottentomatoes.com/m/the_town/
Lost In Translation,84,95,2003,http://www.rottentomatoes.com/m/lost_in_translation/
Monsoon Wedding,84,95,2002,http://www.rottentomatoes.com/m/monsoon_wedding/
Do the Right Thing,85,96,1989,http://www.rottentomatoes.com/m/do_the_right_thing/
The Wedding Banquet (Xi yan),85,96,1993,http://www.rottentomatoes.com/m/wedding_banquet/
Monsieur Lazhar,86,97,2012,http://www.rottentomatoes.com/m/monsieur_lazhar_2011/
Capturing the Friedmans,86,97,2002,http://www.rottentomatoes.com/m/capturing_the_friedmans/
Marwencol,87,98,2010,http://www.rottentomatoes.com/m/marwencol/
Europa Europa,89,100,1991,http://www.rottentomatoes.com/m/europa_europa/
Nobody Walks,25,37,2012,http://www.rottentomatoes.com/m/nobody_walks/
Full Frontal,26,38,2002,http://www.rottentomatoes.com/m/full_frontal/
Finding Amanda,27,39,2008,http://www.rottentomatoes.com/m/finding_amanda/
Transit,31,43,2012,http://www.rottentomatoes.com/m/transit_2012/
See You In The Morning,32,44,1988,http://www.rottentomatoes.com/m/see_you_in_the_morning/
You Will Meet a Tall Dark Stranger,33,45,2010,http://www.rottentomatoes.com/m/you_will_meet_a_tall_dark_stranger/
Cherry Falls,34,46,2000,http://www.rottentomatoes.com/m/cherry_falls/
The Lawnmower Man,35,47,1992,http://www.rottentomatoes.com/m/lawnmower_man/
Eight Legged Freaks,36,48,2002,http://www.rottentomatoes.com/m/eight_legged_freaks/
Universal Soldier: Day of Reckoning,38,50,2012,http://www.rottentomatoes.com/m/universal_soldier_day_of_reckoning/
Angel (The Real Life of Angel Deverell),38,50,2007,http://www.rottentomatoes.com/m/1201467-angel/
Some Girls (Sisters),38,50,1988,http://www.rottentomatoes.com/m/some_girls/
Two Evil Eyes,38,50,1990,http://www.rottentomatoes.com/m/two_evil_eyes/
The White Countess,38,50,2005,http://www.rottentomatoes.com/m/white_countess/
Chloe,39,51,2010,http://www.rottentomatoes.com/m/10011774-chloe/
Cheri,39,51,2009,http://www.rottentomatoes.com/m/cheri/
Leatherheads,40,52,2008,http://www.rottentomatoes.com/m/leatherheads/
Nothing Like the Holidays,40,52,2008,http://www.rottentomatoes.com/m/nothing_like_the_holidays/
Raising Cain,40,52,1992,http://www.rottentomatoes.com/m/raising_cain/
Blood Work,41,53,2002,http://www.rottentomatoes.com/m/blood_work/
V/H/S,42,54,2012,http://www.rottentomatoes.com/m/vhs/
Wall Street: Money Never Sleeps,43,55,2010,http://www.rottentomatoes.com/m/wall_street_money_never_sleeps/
1969,43,55,1989,http://www.rottentomatoes.com/m/1969/
Mr. Nice,43,55,2010,http://www.rottentomatoes.com/m/mr_nice/
Deep Blue Sea,44,56,1999,http://www.rottentomatoes.com/m/1090759-deep_blue_sea/
5 Children and It,45,57,2004,http://www.rottentomatoes.com/m/5_children_and_it/
Quarantine,46,58,2008,http://www.rottentomatoes.com/m/1196221-quarantine/
Teachers,46,58,1984,http://www.rottentomatoes.com/m/teachers/
Throw Momma from the Train,50,62,1987,http://www.rottentomatoes.com/m/throw_momma_from_the_train/
Tough Guys,50,62,1986,http://www.rottentomatoes.com/m/1021765-tough_guys/
Executive Decision,51,63,1996,http://www.rottentomatoes.com/m/executive_decision/
A Prayer For The Dying,51,63,1987,http://www.rottentomatoes.com/m/prayer_for_the_dying/
Anywhere But Here,52,64,1999,http://www.rottentomatoes.com/m/anywhere_but_here/
Amazon Women on the Moon,52,64,1987,http://www.rottentomatoes.com/m/amazon_women_on_the_moon/
Solaris,54,66,2002,http://www.rottentomatoes.com/m/solaris/
Defendor,56,68,2009,http://www.rottentomatoes.com/m/defendor/
Tin Cup,57,69,1996,http://www.rottentomatoes.com/m/tin_cup/
Soapdish,57,69,1991,http://www.rottentomatoes.com/m/soapdish/
The Last Days of Disco,59,71,1998,http://www.rottentomatoes.com/m/last_days_of_disco/
Fright Night,60,72,2011,http://www.rottentomatoes.com/m/fright_night-2011/
Infamous,60,72,2006,http://www.rottentomatoes.com/m/infamous/
Blackthorn,62,74,2011,http://www.rottentomatoes.com/m/blackthorn/
Catch a Fire,63,75,2006,http://www.rottentomatoes.com/m/catch_a_fire/
Adventures in Babysitting,64,76,1987,http://www.rottentomatoes.com/m/adventures_in_babysitting/
Grand Canyon,64,76,1991,http://www.rottentomatoes.com/m/1037642-grand_canyon/
Wes Cravens New Nightmare,65,77,1994,http://www.rottentomatoes.com/m/wes_cravens_new_nightmare/
Quartet,67,79,2013,http://www.rottentomatoes.com/m/quartet_2012/
Shanghai Noon,67,79,2000,http://www.rottentomatoes.com/m/shanghai_noon/
The Prince of Egypt,67,79,1998,http://www.rottentomatoes.com/m/prince_of_egypt/
Shadow of the Vampire,69,81,2000,http://www.rottentomatoes.com/m/shadow_of_the_vampire/
Jude,69,81,1996,http://www.rottentomatoes.com/m/jude/
The House of Mirth,69,81,2000,http://www.rottentomatoes.com/m/house_of_mirth/
Desert Hearts,71,83,1998,http://www.rottentomatoes.com/m/desert_hearts/
Whip It,72,84,2009,http://www.rottentomatoes.com/m/whip_it/
At Close Range,72,84,1986,http://www.rottentomatoes.com/m/at_close_range/
The Princess and the Frog,72,84,2009,http://www.rottentomatoes.com/m/1196003-princess_and_the_frog/
My Week with Marilyn,72,84,2011,http://www.rottentomatoes.com/m/my_week_with_marilyn/
The Ides of March,73,85,2011,http://www.rottentomatoes.com/m/the_ides_of_march/
Get Low,73,85,2010,http://www.rottentomatoes.com/m/get_low/
Running on Empty,73,85,1988,http://www.rottentomatoes.com/m/running_on_empty/
Beneath Hill 60,73,85,2010,http://www.rottentomatoes.com/m/beneath_hill_60/
Shine a Light,74,86,2008,http://www.rottentomatoes.com/m/shine_a_light/
Robot & Frank,75,87,2012,http://www.rottentomatoes.com/m/robot_and_frank/
Millions,75,87,2004,http://www.rottentomatoes.com/m/millions/
Earth (Disneynatures Earth) (Planet Earth),75,87,2009,http://www.rottentomatoes.com/m/1197228-earth/
Bolt,76,88,2008,http://www.rottentomatoes.com/m/bolt/
Kiss of the Spider Woman,76,88,1985,http://www.rottentomatoes.com/m/kiss_of_the_spider_woman/
Coraline,77,89,2009,http://www.rottentomatoes.com/m/coraline/
Far From Heaven,77,89,2002,http://www.rottentomatoes.com/m/far_from_heaven/
The Simpsons Movie,78,90,2007,http://www.rottentomatoes.com/m/simpsons_movie/
Fish Tank,78,90,2009,http://www.rottentomatoes.com/m/fish_tank/
Winnie the Pooh,78,90,2011,http://www.rottentomatoes.com/m/winnie_the_pooh_2011/
The Illusionist (Lillusionniste),78,90,2010,http://www.rottentomatoes.com/m/the_illusionist-2009/
Hunger,78,90,2008,http://www.rottentomatoes.com/m/1200841-hunger/
Shotgun Stories,79,91,2007,http://www.rottentomatoes.com/m/shotgun_stories/
The Belly of an Architect,79,91,1987,http://www.rottentomatoes.com/m/belly_of_an_architect/
Ghost World,80,92,2001,http://www.rottentomatoes.com/m/ghost_world/
Ponyo,80,92,2008,http://www.rottentomatoes.com/m/ponyo/
Spider-Man 2,81,93,2004,http://www.rottentomatoes.com/m/spiderman_2/
Children of Men,81,93,2006,http://www.rottentomatoes.com/m/children_of_men/
Fantastic Mr. Fox,81,93,2009,http://www.rottentomatoes.com/m/1197696-fantastic_mr_fox/
Take Shelter,81,93,2011,http://www.rottentomatoes.com/m/take_shelter/
Dead Man Walking,81,93,1995,http://www.rottentomatoes.com/m/1068779-dead_man_walking/
Dangerous Liaisons,81,93,1988,http://www.rottentomatoes.com/m/1005199-dangerous_liaisons/
Lone Star,81,93,1996,http://www.rottentomatoes.com/m/1074022-lone_star/
My Architect: A Sons Journey,81,93,2003,http://www.rottentomatoes.com/m/my-architect/
Zero Dark Thirty,81,93,2012,http://www.rottentomatoes.com/m/zero_dark_thirty/
The Fugitive,82,94,1993,http://www.rottentomatoes.com/m/1046129-fugitive/
The Sessions,82,94,2012,http://www.rottentomatoes.com/m/the_sessions/
The White Diamond,82,94,2004,http://www.rottentomatoes.com/m/white_diamond/
The Unbearable Lightness of Being,83,95,1988,http://www.rottentomatoes.com/m/unbearable_lightness_of_being/
The Filth and the Fury,83,95,2000,http://www.rottentomatoes.com/m/filth_and_the_fury/
"Monsters, Inc.",84,96,2012,http://www.rottentomatoes.com/m/monsters_inc/
Ratatouille,84,96,2007,http://www.rottentomatoes.com/m/ratatouille/
The Hunt for Red October,84,96,1990,http://www.rottentomatoes.com/m/hunt_for_red_october/
The Remains of the Day,85,97,1993,http://www.rottentomatoes.com/m/remains_of_the_day/
Up,86,98,2009,http://www.rottentomatoes.com/m/up/
The Wrestler,86,98,2008,http://www.rottentomatoes.com/m/the_wrestler/
Evil Dead 2,86,98,1987,http://www.rottentomatoes.com/m/evil-dead-2/
Mud,87,99,2013,http://www.rottentomatoes.com/m/mud_2012/
Jing wu ying xiong (Fist of Legend),88,100,1994,http://www.rottentomatoes.com/m/fist-of-legend/
Round Midnight,88,100,1986,http://www.rottentomatoes.com/m/round_midnight/
Love Streams,88,100,1984,http://www.rottentomatoes.com/m/love_streams/
Raining Stones,88,100,1993,http://www.rottentomatoes.com/m/raining_stones/
Marlene,88,100,1984,http://www.rottentomatoes.com/m/marlene_1984/
The Temp,17,30,1993,http://www.rottentomatoes.com/m/temp/
Liz & Dick,20,33,2012,http://www.rottentomatoes.com/m/liz_and_dick/
Bereavement,31,44,2011,http://www.rottentomatoes.com/m/bereavement/
The Great White Hype,32,45,1996,http://www.rottentomatoes.com/m/great_white_hype/
Where the Money Is,33,46,2000,http://www.rottentomatoes.com/m/where_the_money_is/
Up at the Villa,33,46,2000,http://www.rottentomatoes.com/m/up_at_the_villa/
Making Mr. Right,33,46,1987,http://www.rottentomatoes.com/m/making_mr_right/
Runaway,34,47,1984,http://www.rottentomatoes.com/m/1017991-runaway/
The Rookie,37,50,1990,http://www.rottentomatoes.com/m/1031635-rookie/
Mouth to Mouth,37,50,2004,http://www.rottentomatoes.com/m/10006851-mouth_to_mouth/
Chopping Mall (Killbots),37,50,1986,http://www.rottentomatoes.com/m/chopping_mall/
Violets Are Blue...,37,50,1986,http://www.rottentomatoes.com/m/violets_are_blue/
The Rum Diary,37,50,2011,http://www.rottentomatoes.com/m/The-Rum-Diary/
Escape from L.A.,40,53,1996,http://www.rottentomatoes.com/m/escape_from_la/
Two Girls and a Guy,40,53,1998,http://www.rottentomatoes.com/m/two_girls_and_a_guy/
Home on the Range,41,54,2004,http://www.rottentomatoes.com/m/home_on_the_range/
Minis First Time,41,54,2006,http://www.rottentomatoes.com/m/minis_first_time/
City Hall,41,54,1996,http://www.rottentomatoes.com/m/city_hall/
Cats & Dogs,41,54,2001,http://www.rottentomatoes.com/m/cats_and_dogs/
Osmosis Jones,42,55,2001,http://www.rottentomatoes.com/m/osmosis_jones/
Demons 2 - The Nightmare Returns,43,56,1986,http://www.rottentomatoes.com/m/demons_2/
The Hi-Lo Country,43,56,1998,http://www.rottentomatoes.com/m/hilo_country/
The Lair of the White Worm,44,57,1988,http://www.rottentomatoes.com/m/lair_of_the_white_worm/
2 Days in the Valley,47,60,1996,http://www.rottentomatoes.com/m/2_days_in_the_valley/
Norma Jean and Marilyn,47,60,1996,http://www.rottentomatoes.com/m/norma_jean_and_marilyn/
Leaves of Grass,48,61,2010,http://www.rottentomatoes.com/m/10010334-leaves_of_grass/
Daydream Nation,50,63,2010,http://www.rottentomatoes.com/m/daydream_nation/
Predators,51,64,2010,http://www.rottentomatoes.com/m/10012256-predators/
The Yards,51,64,2000,http://www.rottentomatoes.com/m/yards/
The Campaign,52,65,2012,http://www.rottentomatoes.com/m/the_campaign/
Charlies Angels,54,67,2000,http://www.rottentomatoes.com/m/charlies_angels/
The Company Men,54,67,2010,http://www.rottentomatoes.com/m/the-company-men/
Small Time Crooks,54,67,2000,http://www.rottentomatoes.com/m/small_time_crooks/
Right at Your Door,54,67,2005,http://www.rottentomatoes.com/m/right_at_your_door/
Cloak & Dagger,54,67,1984,http://www.rottentomatoes.com/m/1004370-cloak_and_dagger/
White Fang 2: Myth of the White Wolf,54,67,1994,http://www.rottentomatoes.com/m/white_fang_2_myth_of_the_white_wolf/
The Little Drummer Girl,54,67,1984,http://www.rottentomatoes.com/m/little_drummer_girl/
Snakes on a Plane,55,68,2006,http://www.rottentomatoes.com/m/snakes_on_a_plane/
Suspect,56,69,1987,http://www.rottentomatoes.com/m/1020659-suspect/
Restoration,56,69,1996,http://www.rottentomatoes.com/m/1069339-restoration/
Criminal,57,70,2004,http://www.rottentomatoes.com/m/10003276-criminal/
Shadow Magic,58,71,2000,http://www.rottentomatoes.com/m/shadow_magic/
Sunshine Cleaning,59,72,2008,http://www.rottentomatoes.com/m/sunshine_cleaning/
The Witches of Eastwick,60,73,1987,http://www.rottentomatoes.com/m/witches_of_eastwick/
Ransom,61,74,1996,http://www.rottentomatoes.com/m/1074298-ransom/
Poison,63,76,1991,http://www.rottentomatoes.com/m/1037447-poison/
StreetDance 3D,64,77,2010,http://www.rottentomatoes.com/m/streetdance_3d/
Circle of Friends,65,78,1995,http://www.rottentomatoes.com/m/1059480-circle_of_friends/
Red Eye,66,79,2005,http://www.rottentomatoes.com/m/1149496-1149496-red_eye/
Eden,67,80,2013,http://www.rottentomatoes.com/m/eden_2012/
The Spiderwick Chronicles,67,80,2008,http://www.rottentomatoes.com/m/spiderwick_chronicles/
The Client,67,80,1994,http://www.rottentomatoes.com/m/client/
Batman Returns,68,81,1992,http://www.rottentomatoes.com/m/batman_returns/
Clear and Present Danger,69,82,1994,http://www.rottentomatoes.com/m/clear_and_present_danger/
Fantasia 2000,69,82,1999,http://www.rottentomatoes.com/m/fantasia_2000/
The Chocolate War,69,82,1988,http://www.rottentomatoes.com/m/chocolate_war/
Things Change,69,82,1988,http://www.rottentomatoes.com/m/things_change/
Scream,70,83,1996,http://www.rottentomatoes.com/m/1074316-scream/
Gremlins,70,83,1984,http://www.rottentomatoes.com/m/gremlins/
The Mask of Zorro,70,83,1998,http://www.rottentomatoes.com/m/mask_of_zorro/
Casualties of War,70,83,1989,http://www.rottentomatoes.com/m/casualties_of_war/
Total Recall,71,84,1990,http://www.rottentomatoes.com/m/total_recall/
Bridge to Terabithia,71,84,2007,http://www.rottentomatoes.com/m/bridge_to_terabithia/
State of Play,71,84,2009,http://www.rottentomatoes.com/m/1193230-state_of_play/
Rocket Science,71,84,2007,http://www.rottentomatoes.com/m/rocket_science/
Chronicle,72,85,2012,http://www.rottentomatoes.com/m/chronicle/
Wag the Dog,72,85,1997,http://www.rottentomatoes.com/m/wag_the_dog/
Sleepwalk With Me,72,85,2012,http://www.rottentomatoes.com/m/sleepwalk_with_me_2012/
Jerry Maguire,72,85,1996,http://www.rottentomatoes.com/m/jerry_maguire/
Pleasantville,73,86,1998,http://www.rottentomatoes.com/m/pleasantville/
Rivers Edge,73,86,1986,http://www.rottentomatoes.com/m/1017652-rivers_edge/
Pirates of Silicon Valley,73,86,1999,http://www.rottentomatoes.com/m/pirates_of_silicon_valley/
Harry Potter and the Goblet of Fire,74,87,2005,http://www.rottentomatoes.com/m/harry_potter_and_the_goblet_of_fire/
The People Vs. Larry Flynt,74,87,1996,http://www.rottentomatoes.com/m/people_vs_larry_flynt/
Upstream Color,75,88,2013,http://www.rottentomatoes.com/m/upstream_color/
Ginger Snaps,75,88,2000,http://www.rottentomatoes.com/m/ginger_snaps/
Blue Valentine,75,88,2010,http://www.rottentomatoes.com/m/blue_valentine/
They Live,76,89,1988,http://www.rottentomatoes.com/m/they_live/
Pale Rider,79,92,1985,http://www.rottentomatoes.com/m/pale_rider/
Bound,79,92,1996,http://www.rottentomatoes.com/m/bound/
Howards End,79,92,1992,http://www.rottentomatoes.com/m/howards_end/
Enchanted,80,93,2007,http://www.rottentomatoes.com/m/enchanted/
Ghostbusters,81,94,1984,http://www.rottentomatoes.com/m/ghostbusters/
"Planes, Trains and Automobiles",81,94,1987,http://www.rottentomatoes.com/m/planes_trains_and_automobiles/
Hope and Glory,81,94,1987,http://www.rottentomatoes.com/m/hope_and_glory/
Face/Off,81,94,1997,http://www.rottentomatoes.com/m/faceoff/
Heavenly Creatures,81,94,1994,http://www.rottentomatoes.com/m/heavenly_creatures/
Be Here to Love Me: A Film About Townes Van Zandt,81,94,2004,http://www.rottentomatoes.com/m/be_here_to_love_me/
The Truman Show,82,95,1998,http://www.rottentomatoes.com/m/truman_show/
Radio Days,82,95,1987,http://www.rottentomatoes.com/m/radio_days/
Chasing Ice,83,96,2012,http://www.rottentomatoes.com/m/chasing_ice_2012/
Sweet Sixteen,84,97,2002,http://www.rottentomatoes.com/m/sweet_sixteen/
The Last of the Mohicans,84,97,1992,http://www.rottentomatoes.com/m/1040678-last_of_the_mohicans/
Life Is Sweet,87,100,1990,http://www.rottentomatoes.com/m/life_is_sweet/
Man on Wire,87,100,2008,http://www.rottentomatoes.com/m/man_on_wire/
Henry V,87,100,1989,http://www.rottentomatoes.com/m/1029042-henry_v/
The Dinosaur Project,17,31,2011,http://www.rottentomatoes.com/m/the_dinosaur_project/
Tenderness,22,36,2007,http://www.rottentomatoes.com/m/1189010-tenderness/
Desperate Hours,26,40,1990,http://www.rottentomatoes.com/m/1030864-desperate_hours/
Trial and Error,29,43,1997,http://www.rottentomatoes.com/m/1077494-trial_and_error/
Fragments,31,45,2008,http://www.rottentomatoes.com/m/fragments_2008/
Committed,31,45,2000,http://www.rottentomatoes.com/m/1096844-committed/
MacGruber,33,47,2010,http://www.rottentomatoes.com/m/macGruber/
Margot at the Wedding,38,52,2007,http://www.rottentomatoes.com/m/margot_at_the_wedding/
Shuttle,38,52,2008,http://www.rottentomatoes.com/m/10010703-shuttle/
Power,41,55,1986,http://www.rottentomatoes.com/m/1016609-power/
Critters,43,57,1986,http://www.rottentomatoes.com/m/critters/
Narrow Margin,44,58,1990,http://www.rottentomatoes.com/m/1030146-narrow_margin/
The Rugrats Movie,45,59,1998,http://www.rottentomatoes.com/m/rugrats_movie/
Best Seller,46,60,1987,http://www.rottentomatoes.com/m/best_seller/
Vampires Kiss,48,62,1989,http://www.rottentomatoes.com/m/vampires_kiss/
Irreconcilable Differences,48,62,1984,http://www.rottentomatoes.com/m/irreconcilable_differences/
The Ant Bully,49,63,2006,http://www.rottentomatoes.com/m/ant_bully/
Dirty Deeds,50,64,2002,http://www.rottentomatoes.com/m/dirty_deeds/
Spring Breakers,51,65,2013,http://www.rottentomatoes.com/m/spring_breakers_2013/
A Map of the World,51,65,1999,http://www.rottentomatoes.com/m/map_of_the_world/
Great Expectations,54,68,2013,http://www.rottentomatoes.com/m/great_expectations_2012/
The Runaways,55,69,2010,http://www.rottentomatoes.com/m/the_runaways/
Ondine,56,70,2009,http://www.rottentomatoes.com/m/ondine/
Hysterical Blindness,56,70,2002,http://www.rottentomatoes.com/m/hysterical_blindness/
I Love You Phillip Morris,58,72,2009,http://www.rottentomatoes.com/m/i_love_you_phillip_morris/
