TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
Deception,36,14,2008,http://www.rottentomatoes.com/m/10009724-deception/
Soul Man,36,14,1986,http://www.rottentomatoes.com/m/soul_man/
The Last Legion,38,16,2007,http://www.rottentomatoes.com/m/last_legion/
Thinner,38,16,1996,http://www.rottentomatoes.com/m/thinner/
Love Happens,39,17,2009,http://www.rottentomatoes.com/m/love_happens/
3 Ninjas Kick Back,39,17,1994,http://www.rottentomatoes.com/m/3_ninjas_kick_back/
Mercy,39,17,2000,http://www.rottentomatoes.com/m/mercy_2000/
Shadowboxer,40,18,2005,http://www.rottentomatoes.com/m/shadowboxer/
Gymkata,40,18,1985,http://www.rottentomatoes.com/m/gymkata/
The Invasion,42,20,2007,http://www.rottentomatoes.com/m/invasion/
MVP: Most Valuable Primate,42,20,1999,http://www.rottentomatoes.com/m/mvp_most_valuable_primate/
I Hope They Serve Beer in Hell,43,21,2009,http://www.rottentomatoes.com/m/i_hope_they_serve_beer_in_hell/
"The Karate Kid, Part III",44,22,1989,http://www.rottentomatoes.com/m/the_karate_kid_part_iii/
Impostor,44,22,2001,http://www.rottentomatoes.com/m/impostor/
Blind Date,44,22,1987,http://www.rottentomatoes.com/m/1002571-blind_date/
The Patriot,44,22,1998,http://www.rottentomatoes.com/m/1085744-patriot/
The Smurfs,45,23,2011,http://www.rottentomatoes.com/m/the_smurfs/
Childs Play 3,45,23,1991,http://www.rottentomatoes.com/m/childs_play_3/
Ill Be Home for Christmas,45,23,1998,http://www.rottentomatoes.com/m/1088110-ill_be_home_for_christmas/
Pirates,47,25,1986,http://www.rottentomatoes.com/m/1016363-pirates/
Lions for Lambs,48,26,2007,http://www.rottentomatoes.com/m/lions_for_lambs/
Love in the Time of Cholera,48,26,2007,http://www.rottentomatoes.com/m/love_in_the_time_of_cholera/
Evening,49,27,2007,http://www.rottentomatoes.com/m/evening/
House on Haunted Hill,49,27,1999,http://www.rottentomatoes.com/m/1093881-house_on_haunted_hill/
"Copying Beethoven, (Klang der Stille)",50,28,2006,http://www.rottentomatoes.com/m/copying_beethoven/
12 Rounds,51,29,2009,http://www.rottentomatoes.com/m/12_rounds/
Roommates,51,29,1995,http://www.rottentomatoes.com/m/roommates/
Malibus Most Wanted,52,30,2003,http://www.rottentomatoes.com/m/malibus_most_wanted/
28 Days,53,31,2000,http://www.rottentomatoes.com/m/28_days/
Shattered,53,31,1991,http://www.rottentomatoes.com/m/1036952-shattered/
Judgment Night,53,31,1993,http://www.rottentomatoes.com/m/judgment_night/
Undercover Blues,57,35,1993,http://www.rottentomatoes.com/m/undercover_blues/
Transporter 3,58,36,2008,http://www.rottentomatoes.com/m/transporter_3/
Rules of Engagement,58,36,2000,http://www.rottentomatoes.com/m/rules_of_engagement/
The Lucky Ones,58,36,2008,http://www.rottentomatoes.com/m/10008618-return/
Shes All That,60,38,1999,http://www.rottentomatoes.com/m/shes_all_that/
Speed Racer,61,39,2008,http://www.rottentomatoes.com/m/speed_racer/
The Pirates Who Dont Do Anything: A VeggieTales Movie,61,39,2007,http://www.rottentomatoes.com/m/pirates_who_dont_do_anything_a_veggietales_movie/
Sahara,61,39,2005,http://www.rottentomatoes.com/m/1144274-sahara/
Letters to Juliet,62,40,2010,http://www.rottentomatoes.com/m/letters_to_juliet/
A Far Off Place,62,40,1993,http://www.rottentomatoes.com/m/far_off_place/
Boy Wonder,62,40,2010,http://www.rottentomatoes.com/m/boy_wonder/
The Four Feathers,63,41,2002,http://www.rottentomatoes.com/m/four_feathers/
Dedication,63,41,2007,http://www.rottentomatoes.com/m/dedication/
The Man Who Knew Too Little,64,42,1997,http://www.rottentomatoes.com/m/man_who_knew_too_little/
The Brave One,65,43,2007,http://www.rottentomatoes.com/m/brave_one/
All Over The Guy,65,43,2001,http://www.rottentomatoes.com/m/all_over_the_guy/
American Reunion,66,44,2012,http://www.rottentomatoes.com/m/american_reunion_2012/
Police Academy,66,44,1984,http://www.rottentomatoes.com/m/police_academy/
Hannah Montana: The Movie,66,44,2009,http://www.rottentomatoes.com/m/hannah_montana_the_movie/
The Whole Nine Yards,67,45,2000,http://www.rottentomatoes.com/m/whole_nine_yards/
The Mummy Returns,69,47,2001,http://www.rottentomatoes.com/m/mummy_returns/
St. Elmos Fire,69,47,1985,http://www.rottentomatoes.com/m/st_elmos_fire/
How Stella Got Her Groove Back,70,48,1998,http://www.rottentomatoes.com/m/how_stella_got_her_groove_back/
Fandango,72,50,1985,http://www.rottentomatoes.com/m/1007073-fandango/
Get Smart,73,51,2008,http://www.rottentomatoes.com/m/get_smart/
Austin Powers: The Spy Who Shagged Me,73,51,1999,http://www.rottentomatoes.com/m/austin_powers_the_spy_who_shagged_me/
The Fountain,73,51,2006,http://www.rottentomatoes.com/m/the_fountain/
Kicking and Screaming,75,53,1995,http://www.rottentomatoes.com/m/1066170-kicking_and_screaming/
The Razors Edge,75,53,1984,http://www.rottentomatoes.com/m/1017238-razors_edge/
Mamma Mia!,76,54,2008,http://www.rottentomatoes.com/m/mamma_mia/
Con Air,77,55,1997,http://www.rottentomatoes.com/m/con_air/
Deja Vu,77,55,2006,http://www.rottentomatoes.com/m/deja_vu/
Flipped,77,55,2010,http://www.rottentomatoes.com/m/flipped/
The Hudsucker Proxy,78,56,1994,http://www.rottentomatoes.com/m/hudsucker_proxy/
Velvet Goldmine,78,56,1998,http://www.rottentomatoes.com/m/velvet_goldmine/
Groove,78,56,2000,http://www.rottentomatoes.com/m/groove/
A Knights Tale,80,58,2001,http://www.rottentomatoes.com/m/knights_tale/
Reefer Madness - The Movie Musical,82,60,2004,http://www.rottentomatoes.com/m/10004941-reefer_madness/
Changeling,84,62,2008,http://www.rottentomatoes.com/m/1191742_changeling/
Set It Off,85,63,1996,http://www.rottentomatoes.com/m/set_it_off/
Nil by Mouth,87,65,1997,http://www.rottentomatoes.com/m/nil_by_mouth/
The Pursuit of Happyness,88,66,2006,http://www.rottentomatoes.com/m/pursuit_of_happyness/
Dancer in the Dark,90,68,2000,http://www.rottentomatoes.com/m/dancer_in_the_dark/
Forrest Gump,93,71,1994,http://www.rottentomatoes.com/m/forrest_gump/
My Awkward Sexual Adventure,93,71,2013,http://www.rottentomatoes.com/m/my_awkward_sexual_adventure/
The Apparition,25,4,2012,http://www.rottentomatoes.com/m/the_apparition/
Exit to Eden,27,6,1994,http://www.rottentomatoes.com/m/exit_to_eden/
Whiteout,28,7,2009,http://www.rottentomatoes.com/m/10008655-whiteout/
Bolero (1984),28,7,1984,http://www.rottentomatoes.com/m/1002858-bolero/
Sliver,33,12,1993,http://www.rottentomatoes.com/m/sliver/
The Final,34,13,2009,http://www.rottentomatoes.com/m/10012050-final/
Millennium,34,13,1989,http://www.rottentomatoes.com/m/millennium/
View from the Top,35,14,2002,http://www.rottentomatoes.com/m/view_from_the_top/
Waking Up in Reno,35,14,2001,http://www.rottentomatoes.com/m/waking_up_in_reno/
The Return,37,16,2006,http://www.rottentomatoes.com/m/return/
A Few Best Men,38,17,2012,http://www.rottentomatoes.com/m/a_few_best_men/
Desperate Measures,38,17,1998,http://www.rottentomatoes.com/m/desperate_measures/
Beastmaster 2: Through the Portal of Time,38,17,1991,http://www.rottentomatoes.com/m/beastmaster_2_through_the_portal_of_time/
Meet Dave,40,19,2008,http://www.rottentomatoes.com/m/meet_dave/
Another 48 Hrs.,40,19,1990,http://www.rottentomatoes.com/m/another_48_hrs/
Thomas and the Magic Railroad,40,19,2000,http://www.rottentomatoes.com/m/thomas_and_the_magic_railroad/
The Rite,41,20,2011,http://www.rottentomatoes.com/m/the_rite/
Goats,41,20,2012,http://www.rottentomatoes.com/m/goats/
Transylvania 6-5000,41,20,1985,http://www.rottentomatoes.com/m/transylvania_65000/
The Gathering,41,20,2002,http://www.rottentomatoes.com/m/10003075-gathering/
From Prada to Nada,42,21,2011,http://www.rottentomatoes.com/m/from_prada_to_nada_2011/
The Samaritan,43,22,2012,http://www.rottentomatoes.com/m/the_samaritan/
The Tuxedo,43,22,2002,http://www.rottentomatoes.com/m/tuxedo/
Dennis the Menace,44,23,1993,http://www.rottentomatoes.com/m/dennis_the_menace/
The Handmaids Tale,44,23,1990,http://www.rottentomatoes.com/m/handmaids_tale/
K2,44,23,1992,http://www.rottentomatoes.com/m/k2/
Whats Your Number?,44,23,2011,http://www.rottentomatoes.com/m/whats_your_number/
Drillbit Taylor,46,25,2008,http://www.rottentomatoes.com/m/drillbit_taylor/
Botched,46,25,2006,http://www.rottentomatoes.com/m/1193780-botched/
Green Lantern,47,26,2011,http://www.rottentomatoes.com/m/770677993/
The Ghosts of Girlfriends Past,47,26,2009,http://www.rottentomatoes.com/m/1193906-ghosts_of_girlfriends_past/
Nobel Son,47,26,2008,http://www.rottentomatoes.com/m/1200985-nobel_son/
The Zodiac,47,26,2005,http://www.rottentomatoes.com/m/10003284-the_zodiac/
Surviving the Game,48,27,1994,http://www.rottentomatoes.com/m/surviving_the_game/
The Oogieloves in The Big Balloon Adventure,50,29,2012,http://www.rottentomatoes.com/m/the_oogieloves_in_the_big_balloon_adventure/
Resident Evil: Retribution,51,30,2012,http://www.rottentomatoes.com/m/resident_evil_retribution/
The Uninvited,52,31,2009,http://www.rottentomatoes.com/m/uninvited_2009/
Exit Wounds,53,32,2001,http://www.rottentomatoes.com/m/exit_wounds/
Johnny English,54,33,2003,http://www.rottentomatoes.com/m/johnny_english/
The Tracey Fragments,54,33,2007,http://www.rottentomatoes.com/m/tracey_fragments/
Crimes of Passion,54,33,1984,http://www.rottentomatoes.com/m/crimes_of_passion/
The Trial,54,33,1993,http://www.rottentomatoes.com/m/1047936-trial/
Fire in the Sky,54,33,1993,http://www.rottentomatoes.com/m/fire_in_the_sky/
Windtalkers,54,33,2002,http://www.rottentomatoes.com/m/windtalkers/
Battleship,55,34,2012,http://www.rottentomatoes.com/m/battleship/
Mortal Kombat,55,34,1995,http://www.rottentomatoes.com/m/mortal_kombat/
Miracle at St. Anna,55,34,2008,http://www.rottentomatoes.com/m/miracle_at_st_anna/
Bicentennial Man,58,37,1999,http://www.rottentomatoes.com/m/bicentennial_man/
Phantasm II,59,38,1988,http://www.rottentomatoes.com/m/phantasm_2/
Little Giants,61,40,1994,http://www.rottentomatoes.com/m/little_giants/
The Go-Getter,61,40,2007,http://www.rottentomatoes.com/m/1196345-go_getter/
Two Weeks Notice,63,42,2002,http://www.rottentomatoes.com/m/two_weeks_notice/
Connie And Carla,65,44,2004,http://www.rottentomatoes.com/m/connie_and_carla/
The Hunger,65,44,2005,http://www.rottentomatoes.com/m/1010220-hunger/
The Burbs,67,46,1989,http://www.rottentomatoes.com/m/burbs/
XXX,69,48,2002,http://www.rottentomatoes.com/m/xxx/
The Legend of Billie Jean,71,50,1985,http://www.rottentomatoes.com/m/legend_of_billie_jean/
The Great Gatsby,71,50,2013,http://www.rottentomatoes.com/m/the_great_gatsby_2012/
Alice in Wonderland,72,51,2010,http://www.rottentomatoes.com/m/1221547-alice_in_wonderland/
The Monster Squad,74,53,1987,http://www.rottentomatoes.com/m/monster_squad/
MirrorMask,75,54,2005,http://www.rottentomatoes.com/m/mirrormask/
Untamed Heart,75,54,1993,http://www.rottentomatoes.com/m/untamed_heart/
Home Room,76,55,2003,http://www.rottentomatoes.com/m/home_room/
Just Like Heaven,77,56,2005,http://www.rottentomatoes.com/m/just_like_heaven/
High School Musical,77,56,2006,http://www.rottentomatoes.com/m/high_school_musical/
Serendipity,79,58,2001,http://www.rottentomatoes.com/m/serendipity/
The Brothers,84,63,2001,http://www.rottentomatoes.com/m/1105979-brothers/
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas),84,63,2008,http://www.rottentomatoes.com/m/boy_in_the_striped_pajamas/
We Were Soldiers,84,63,2002,http://www.rottentomatoes.com/m/we_were_soldiers/
Labyrinth,85,64,1986,http://www.rottentomatoes.com/m/labyrinth/
Transylmania,20,0,2009,http://www.rottentomatoes.com/m/transylmania/
Simon Sez,20,0,1999,http://www.rottentomatoes.com/m/simon_sez/
Caddyshack II,25,5,1988,http://www.rottentomatoes.com/m/caddyshack_2/
Lost Souls,27,7,2000,http://www.rottentomatoes.com/m/1101034-lost_souls/
Crazy on the Outside,28,8,2010,http://www.rottentomatoes.com/m/crazy_on_the_outside/
Mamas Boy,28,8,2007,http://www.rottentomatoes.com/m/mamas_boy/
Action Jackson,30,10,1988,http://www.rottentomatoes.com/m/action_jackson/
A Good Man in Africa,31,11,1993,http://www.rottentomatoes.com/m/good_man_in_africa/
Delgo,32,12,2008,http://www.rottentomatoes.com/m/delgo/
Inbred,33,13,2011,http://www.rottentomatoes.com/m/inbred/
Sibling Rivalry,33,13,1990,http://www.rottentomatoes.com/m/1030709-sibling_rivalry/
Surrender,33,13,1987,http://www.rottentomatoes.com/m/1020639-surrender/
Cyborg,34,14,1989,http://www.rottentomatoes.com/m/cyborg/
The Breed,35,15,2006,http://www.rottentomatoes.com/m/1164119-breed/
Max Payne,36,16,2008,http://www.rottentomatoes.com/m/max_payne/
Superhero Movie,36,16,2008,http://www.rottentomatoes.com/m/1159618-superhero/
Masters of the Universe,38,18,1987,http://www.rottentomatoes.com/m/masters_of_the_universe/
Gentlemen Broncos,39,19,2009,http://www.rottentomatoes.com/m/gentlemen_broncos/
Bad Moon,40,20,1996,http://www.rottentomatoes.com/m/bad_moon/
Semi-Pro,41,21,2008,http://www.rottentomatoes.com/m/semi_pro/
Daylight,41,21,1996,http://www.rottentomatoes.com/m/daylight/
Dr. Giggles,41,21,1992,http://www.rottentomatoes.com/m/dr_giggles/
Air Bud 2 - Golden Receiver,41,21,1998,http://www.rottentomatoes.com/m/air-bud-golden-receiver/
Repo Men,42,22,2010,http://www.rottentomatoes.com/m/10012068-repo_men/
Flubber,43,23,1997,http://www.rottentomatoes.com/m/flubber/
Domestic Disturbance,43,23,2001,http://www.rottentomatoes.com/m/domestic_disturbance/
Whos That Girl?,43,23,1987,http://www.rottentomatoes.com/m/whos-that-girl/
Masked And Anonymous,44,24,2003,http://www.rottentomatoes.com/m/masked_and_anonymous/
The Darwin Awards,45,25,2006,http://www.rottentomatoes.com/m/darwin_awards/
Necessary Roughness,45,25,1991,http://www.rottentomatoes.com/m/necessary_roughness/
Kuffs,45,25,1992,http://www.rottentomatoes.com/m/kuffs/
Arthur,46,26,2011,http://www.rottentomatoes.com/m/arthur_2011/
Clash of the Titans,48,28,2010,http://www.rottentomatoes.com/m/clash_of_the_titans_2010/
Pandorum,48,28,2009,http://www.rottentomatoes.com/m/pandorum/
Captain Corellis Mandolin,49,29,2001,http://www.rottentomatoes.com/m/captain_corellis_mandolin/
Fletch Lives,51,31,1989,http://www.rottentomatoes.com/m/fletch_lives/
Man on a Ledge,52,32,2012,http://www.rottentomatoes.com/m/man_on_a_ledge/
Vampires,53,33,1998,http://www.rottentomatoes.com/m/1083910-vampires/
Lionheart (Wrong Bet) (A.W.O.L.: Absent Without Leave),53,33,1990,http://www.rottentomatoes.com/m/1032883-lionheart/
Were Back! A Dinosaurs Story,53,33,1993,http://www.rottentomatoes.com/m/were_back_a_dinosaurs_story/
The Protector,53,33,1985,http://www.rottentomatoes.com/m/1016847-protector/
Crazy People,53,33,1990,http://www.rottentomatoes.com/m/crazy_people/
The Sex Monster,53,33,1999,http://www.rottentomatoes.com/m/sex_monster/
Chicken Little,56,36,2005,http://www.rottentomatoes.com/m/chicken_little/
Toy Soldiers,58,38,1991,http://www.rottentomatoes.com/m/1035639-toy_soldiers/
HappyThankYouMorePlease,60,40,2011,http://www.rottentomatoes.com/m/happythankyoumoreplease/
The Recruit,63,43,2003,http://www.rottentomatoes.com/m/recruit/
The Legend of Bagger Vance,63,43,2000,http://www.rottentomatoes.com/m/legend_of_bagger_vance/
Oliver & Company,64,44,1988,http://www.rottentomatoes.com/m/oliver_and_company/
The Swan Princess,64,44,1994,http://www.rottentomatoes.com/m/swan_princess/
The Last Boy Scout,65,45,1991,http://www.rottentomatoes.com/m/last_boy_scout/
Borstal Boy,65,45,2000,http://www.rottentomatoes.com/m/borstal_boy/
Powder,67,47,1995,http://www.rottentomatoes.com/m/powder/
The Book of Eli,68,48,2010,http://www.rottentomatoes.com/m/the_book_of_eli/
Any Given Sunday,70,50,1999,http://www.rottentomatoes.com/m/any_given_sunday/
Overboard,70,50,1987,http://www.rottentomatoes.com/m/overboard/
The Ghost and the Darkness,70,50,1996,http://www.rottentomatoes.com/m/ghost_and_the_darkness/
Penelope,73,53,2006,http://www.rottentomatoes.com/m/penelope2008/
My First Mister,73,53,2001,http://www.rottentomatoes.com/m/my_first_mister/
Home Alone,74,54,1990,http://www.rottentomatoes.com/m/home_alone/
Troy,74,54,2004,http://www.rottentomatoes.com/m/troy/
The Mummy,75,55,1999,http://www.rottentomatoes.com/m/1087270-mummy/
Mr. Brooks,75,55,2007,http://www.rottentomatoes.com/m/mr_brooks/
Savior,76,56,1998,http://www.rottentomatoes.com/m/savior/
Trailer Park Boys: The Movie,77,57,2006,http://www.rottentomatoes.com/m/trailer-park-boys-the-big-dirty/
How To Get Ahead in Advertising,77,57,1989,http://www.rottentomatoes.com/m/how_to_get_ahead_in_advertising/
The Secret Life of Bees,78,58,2008,http://www.rottentomatoes.com/m/secret_life_of_bees/
The Doors,79,59,1991,http://www.rottentomatoes.com/m/doors/
Felon,81,61,2008,http://www.rottentomatoes.com/m/10010077-felon/
National Lampoons Christmas Vacation,83,63,1989,http://www.rottentomatoes.com/m/national_lampoons_christmas_vacation/
Clerks II,83,63,2006,http://www.rottentomatoes.com/m/clerks_2/
Shag,84,64,1988,http://www.rottentomatoes.com/m/shag_the_movie/
Rounders,85,65,1998,http://www.rottentomatoes.com/m/1083659-rounders/
Coach Carter,85,65,2005,http://www.rottentomatoes.com/m/coach_carter/
The Kite Runner,85,65,2007,http://www.rottentomatoes.com/m/kite_runner/
Song for a Raggy Boy,87,67,2003,http://www.rottentomatoes.com/m/song_for_a_raggy_boy/
Lackawanna Blues,91,71,2005,http://www.rottentomatoes.com/m/lackawanna_blues/
Tombstone,93,73,1993,http://www.rottentomatoes.com/m/tombstone/
Monsters University,98,78,2013,http://www.rottentomatoes.com/m/monsters_university/
Alone in the Dark,20,1,2005,http://www.rottentomatoes.com/m/alone_in_the_dark/
The Haunting of Molly Hartley,22,3,2008,http://www.rottentomatoes.com/m/haunting_of_molly_hartley/
Rollerball,22,3,2002,http://www.rottentomatoes.com/m/rollerball/
Supergirl,27,8,1984,http://www.rottentomatoes.com/m/supergirl/
My Soul to Take,28,9,2010,http://www.rottentomatoes.com/m/258/
Superman IV: The Quest for Peace,28,9,1987,http://www.rottentomatoes.com/m/superman_iv_the_quest_for_peace/
Marci X,28,9,2003,http://www.rottentomatoes.com/m/marci_x/
Dungeons & Dragons,29,10,2000,http://www.rottentomatoes.com/m/dungeons_and_dragons/
Venom,29,10,2005,http://www.rottentomatoes.com/m/1151780-venom/
Leviathan,30,11,1989,http://www.rottentomatoes.com/m/leviathan/
Double Team,30,11,1997,http://www.rottentomatoes.com/m/double_team/
Larger Than Life,30,11,1996,http://www.rottentomatoes.com/m/larger_than_life/
Did You Hear About the Morgans?,31,12,2009,http://www.rottentomatoes.com/m/1213718-did_you_hear_about_the_morgans/
Phantoms,32,13,1998,http://www.rottentomatoes.com/m/phantoms/
Blankman,32,13,1994,http://www.rottentomatoes.com/m/blankman/
Arthur 2 - On the Rocks,32,13,1988,http://www.rottentomatoes.com/m/arthur_2_on_the_rocks/
