repository_language,type,active_repos_by_url,events,year,quarter
Ioke,PushEvent,1,43,2013,1
FORTRAN,IssuesEvent,32,187,2013,1
VHDL,IssuesEvent,15,383,2013,2
ColdFusion,IssuesEvent,29,306,2012,1
Julia,ForkEvent,176,510,2013,4
ASP,WatchEvent,81,127,2013,4
Delphi,ForkEvent,90,243,2013,1
Xtend,IssuesEvent,12,82,2013,4
Groovy,ForkEvent,113,630,2012,1
Delphi,ForkEvent,144,324,2013,3
Objective-J,WatchEvent,25,154,2013,3
Ceylon,PushEvent,13,214,2013,1
Pascal,WatchEvent,137,345,2013,4
Processing,WatchEvent,17,42,2013,1
Clojure,CreateEvent,7,21,2012,2
HaXe,IssuesEvent,52,217,2013,1
Factor,WatchEvent,11,80,2012,2
Boo,IssuesEvent,3,19,2013,1
Objective-J,WatchEvent,34,138,2013,4
Scilab,ForkEvent,6,35,2012,2
Awk,ForkEvent,19,37,2013,4
AppleScript,ForkEvent,22,51,2013,1
Smalltalk,WatchEvent,39,133,2012,3
Ada,ForkEvent,16,18,2012,4
Nimrod,IssuesEvent,19,194,2013,4
Nemerle,WatchEvent,14,43,2012,4
Pure Data,WatchEvent,9,54,2012,1
ASP,WatchEvent,59,90,2013,1
Verilog,IssuesEvent,14,57,2013,1
Scilab,WatchEvent,13,23,2013,4
OpenEdge ABL,ForkEvent,2,8,2012,2
ASP,ForkEvent,16,54,2012,2
Coq,ForkEvent,12,22,2013,3
Erlang,CreateEvent,9,12,2013,4
XQuery,ForkEvent,13,30,2012,3
Factor,IssuesEvent,3,22,2013,3
ooc,ForkEvent,6,27,2013,3
CLIPS,WatchEvent,4,4,2014,2
KRL,PushEvent,6,142,2013,4
CoffeeScript,CreateEvent,15,15,2013,2
Scilab,ForkEvent,12,23,2013,4
Tcl,ForkEvent,5,18,2012,1
Ecl,ForkEvent,1,3,2013,1
Gosu,WatchEvent,22,67,2013,3
Fantom,PushEvent,4,37,2013,2
Kotlin,IssuesEvent,4,9,2013,1
Scilab,IssuesEvent,2,3,2013,2
Shell,CreateEvent,31,32,2013,2
DCPU-16 ASM,PushEvent,6,24,2013,4
Smalltalk,ForkEvent,4,18,2012,1
Mirah,ForkEvent,3,7,2012,2
Nimrod,WatchEvent,1,6,2012,1
Elm,IssuesEvent,2,10,2013,4
XC,IssuesEvent,3,3,2014,2
AppleScript,ForkEvent,14,20,2012,4
Arduino,CreateEvent,3,3,2013,1
Rouge,ForkEvent,2,2,2013,3
MoonScript,ForkEvent,4,5,2013,4
Ragel in Ruby Host,WatchEvent,6,16,2013,4
Ada,IssuesEvent,1,3,2012,1
MoonScript,ForkEvent,4,4,2013,2
Ragel in Ruby Host,ForkEvent,1,3,2013,2
Elixir,CreateEvent,3,3,2013,3
DOT,ForkEvent,6,6,2013,1
Kotlin,IssuesEvent,1,6,2012,3
COBOL,IssuesEvent,2,2,2013,4
Ecl,IssuesEvent,1,1,2013,1
AppleScript,ForkEvent,2,2,2012,3
J,ForkEvent,1,1,2013,4
CLIPS,ForkEvent,1,1,2013,2
Java,IssuesEvent,14222,94828,2014,3
C++,PushEvent,72529,844532,2014,3
C,WatchEvent,21347,118185,2014,2
OCaml,PushEvent,1397,15046,2014,2
Ruby,PushEvent,132848,1106259,2014,4
C#,PushEvent,56062,558332,2014,4
Objective-C,ForkEvent,12272,47817,2014,4
CoffeeScript,WatchEvent,5056,39245,2014,4
OCaml,PushEvent,1778,21595,2014,4
F#,PushEvent,1214,12639,2014,4
SAS,PushEvent,110,878,2014,4
C,WatchEvent,533,740,2015,1
TeX,PushEvent,216,435,2015,1
CSS,IssuesEvent,97,152,2015,1
Java,IssuesEvent,247,422,2015,1
Go,ForkEvent,61,72,2015,1
Vala,PushEvent,14,29,2015,1
Prolog,PushEvent,22,44,2015,1
Factor,PushEvent,2,3,2015,1
Dart,WatchEvent,10,10,2015,1
Kotlin,WatchEvent,2,3,2015,1
Erlang,ForkEvent,1011,2291,2014,3
Apex,WatchEvent,112,298,2014,3
M,PushEvent,362,1562,2014,4
AGS Script,WatchEvent,78,904,2014,4
Visual Basic,IssuesEvent,155,772,2014,4
Matlab,WatchEvent,1103,2734,2014,4
AutoHotkey,WatchEvent,154,490,2014,3
M,PushEvent,268,1255,2014,3
Nimrod,IssuesEvent,29,200,2014,3
Common Lisp,ForkEvent,313,542,2014,4
Factor,PushEvent,25,738,2014,4
Oz,PushEvent,15,179,2014,4
Visual Basic,ForkEvent,289,850,2014,4
Oxygene,WatchEvent,9,13,2014,3
F#,ForkEvent,210,584,2014,3
TeX,CreateEvent,75,75,2014,4
Xtend,WatchEvent,26,83,2014,3
Propeller Spin,WatchEvent,9,31,2014,4
PigLatin,ForkEvent,8,9,2014,4
AutoIt,WatchEvent,35,110,2014,3
Augeas,IssuesEvent,3,21,2014,4
Rebol,ForkEvent,8,13,2014,3
XML,IssuesEvent,6,31,2014,3
Boo,PushEvent,19,78,2014,3
XSLT,IssuesEvent,177,1546,2014,2
XML,PushEvent,46,3121,2014,2
Matlab,IssuesEvent,201,1027,2014,2
Matlab,WatchEvent,752,1701,2014,2
GAP,PushEvent,69,476,2014,2
Kotlin,PushEvent,95,887,2014,2
PAWN,PushEvent,51,348,2014,2
Pure Data,PushEvent,133,967,2014,2
Pure Data,WatchEvent,63,105,2014,2
Fancy,PushEvent,1,2,2014,3
LiveScript,WatchEvent,104,633,2014,2
XQuery,ForkEvent,31,46,2014,2
Turing,PushEvent,8,36,2014,2
Assembly,IssuesEvent,89,359,2014,2
Objective-J,WatchEvent,37,134,2014,2
Ragel in Ruby Host,PushEvent,13,20,2014,3
R,CreateEvent,112,112,2014,2
ColdFusion,ForkEvent,167,321,2014,2
Perl6,IssuesEvent,16,71,2014,2
Frege,IssuesEvent,1,1,2015,1
XSLT,IssuesEvent,1,3,2015,1
IDL,PushEvent,2,3,2015,1
Game Maker Language,PushEvent,4,18,2015,1
Processing,ForkEvent,6,6,2015,1
AutoHotkey,WatchEvent,6,7,2015,1
Racket,WatchEvent,2,2,2015,1
Dart,ForkEvent,1,1,2015,1
Elixir,IssuesEvent,4,4,2015,1
D,ForkEvent,2,2,2015,1
PowerShell,IssuesEvent,2,2,2015,1
OpenSCAD,IssuesEvent,4,9,2014,3
Frege,IssuesEvent,3,11,2014,3
Matlab,CreateEvent,17,17,2014,3
eC,WatchEvent,3,4,2014,3
Component Pascal,IssuesEvent,2,5,2014,4
M,ForkEvent,31,48,2014,3
eC,WatchEvent,3,4,2014,4
Isabelle,IssuesEvent,1,1,2014,3
FLUX,WatchEvent,5,7,2014,4
Fantom,WatchEvent,4,9,2014,2
Opa,PushEvent,3,8,2014,3
PigLatin,ForkEvent,1,1,2014,3
E,ForkEvent,1,1,2014,4
AppleScript,IssuesEvent,31,49,2014,2
Logtalk,WatchEvent,1,1,2014,3
Groovy,ForkEvent,1,2,2015,1
Pure Data,PushEvent,1,1,2015,1
Objective-C,PushEvent,34804,225964,2014,1
CSS,IssuesEvent,6241,38176,2014,1
HaXe,WatchEvent,98,205,2014,1
KRL,PushEvent,68,6169,2014,1
Go,IssuesEvent,1398,7267,2014,1
ActionScript,WatchEvent,1116,3723,2014,1
Verilog,WatchEvent,165,355,2014,1
PowerShell,PushEvent,1423,10712,2014,1
Squirrel,WatchEvent,26,44,2014,1
DOT,WatchEvent,45,208,2014,1
Arc,WatchEvent,29,112,2014,1
Arc,ForkEvent,29,50,2014,1
Smalltalk,IssuesEvent,17,59,2014,1
nesC,ForkEvent,54,149,2014,1
AutoIt,WatchEvent,25,79,2014,1
Perl6,ForkEvent,26,37,2014,1
Lasso,ForkEvent,13,63,2014,2
Stata,WatchEvent,14,234,2014,2
eC,ForkEvent,8,8,2014,1
Fancy,ForkEvent,13,13,2014,1
Boo,WatchEvent,6,12,2014,2
NetLogo,ForkEvent,19,20,2014,1
JavaScript,WatchEvent,61765,558901,2013,2
Verilog,ForkEvent,74,128,2013,1
Objective-C,PushEvent,11778,218351,2012,2
JavaScript,PushEvent,199989,1948938,2013,3
C,PushEvent,25473,616357,2012,3
Java,WatchEvent,15069,158117,2012,2
CSS,ForkEvent,4191,17391,2013,3
C++,PushEvent,53392,690685,2013,4
Python,ForkEvent,19309,60562,2013,2
JavaScript,ForkEvent,45883,203079,2013,4
Prolog,PushEvent,298,6667,2012,2
TeX,PushEvent,3278,28378,2013,4
CSS,ForkEvent,9564,36016,2013,4
OpenEdge ABL,PushEvent,88,1020,2013,1
Haxe,PushEvent,603,6675,2013,2
Clojure,PushEvent,5719,37884,2013,4
CoffeeScript,IssuesEvent,1167,6181,2013,3
Logos,WatchEvent,123,198,2013,3
SuperCollider,PushEvent,146,1441,2013,2
Scala,IssuesEvent,638,3983,2013,2
Apex,WatchEvent,96,198,2013,4
C,IssuesEvent,3413,22365,2013,3
Nimrod,PushEvent,113,807,2013,4
Shell,WatchEvent,1170,11208,2012,1
Smalltalk,PushEvent,105,4400,2012,2
Verilog,PushEvent,130,2414,2012,3
Go,IssuesEvent,351,1599,2012,4
Puppet,ForkEvent,1085,2667,2013,2
F#,IssuesEvent,100,836,2013,4
Groovy,IssuesEvent,307,1319,2013,2
Haskell,IssuesEvent,302,5748,2012,2
Tcl,IssuesEvent,3,36,2012,1
AppleScript,PushEvent,145,636,2013,4
Lasso,PushEvent,114,1026,2013,3
M,PushEvent,42,214,2013,2
Factor,PushEvent,14,447,2012,4
TypeScript,PushEvent,278,2315,2013,1
XML,PushEvent,148,1986,2013,3
F#,WatchEvent,93,859,2012,2
Haxe,WatchEvent,290,1294,2013,4
AppleScript,PushEvent,134,597,2013,2
Apex,ForkEvent,60,133,2012,4
Common Lisp,WatchEvent,606,1611,2013,1
Emacs Lisp,ForkEvent,167,927,2012,1
Lua,IssuesEvent,60,579,2012,1
Objective-C,CreateEvent,52,122,2012,3
Elixir,IssuesEvent,54,392,2013,4
Brightscript,PushEvent,12,231,2013,4
AutoIt,PushEvent,39,211,2013,4
Propeller Spin,WatchEvent,2,5,2014,2
PowerShell,ForkEvent,42,367,2012,2
Assembly,IssuesEvent,48,150,2013,3
ColdFusion,IssuesEvent,75,532,2013,1
Factor,IssuesEvent,1,176,2012,2
Logtalk,WatchEvent,3,21,2012,2
Processing,ForkEvent,122,378,2013,2
Visual Basic,IssuesEvent,9,69,2012,1
CLIPS,PushEvent,17,118,2013,2
Coq,IssuesEvent,7,182,2013,2
Rebol,PushEvent,41,181,2012,3
Augeas,ForkEvent,6,18,2012,4
SuperCollider,ForkEvent,9,28,2012,3
ASP,WatchEvent,43,174,2012,3
Smalltalk,IssuesEvent,18,84,2013,3
Lasso,WatchEvent,14,36,2013,3
Racket,IssuesEvent,13,60,2012,2
OpenEdge ABL,WatchEvent,33,88,2013,4
DCPU-16 ASM,IssuesEvent,2,3,2013,4
Fantom,WatchEvent,2,2,2014,3
Squirrel,IssuesEvent,6,12,2014,2
VHDL,IssuesEvent,10,47,2012,4
Puppet,CreateEvent,10,10,2013,3
LiveScript,ForkEvent,14,32,2013,2
ooc,WatchEvent,12,28,2013,3
OpenEdge ABL,ForkEvent,33,76,2013,4
Arduino,ForkEvent,14,45,2012,1
Pure Data,ForkEvent,17,42,2013,4
Parrot,WatchEvent,4,23,2012,3
Python,CreateEvent,64,65,2012,4
Haskell,CreateEvent,9,25,2012,3
Max/MSP,PushEvent,2,7,2012,3
SuperCollider,WatchEvent,12,48,2012,1
Fantom,PushEvent,1,18,2012,1
Logos,CreateEvent,3,3,2013,2
Nimrod,ForkEvent,2,12,2012,2
Matlab,CreateEvent,2,6,2012,1
Ecl,ForkEvent,3,10,2013,3
Crystal,WatchEvent,1,10,2013,4
Processing,CreateEvent,11,11,2013,2
Puppet,CreateEvent,2,2,2012,4
DCPU-16 ASM,ForkEvent,4,4,2013,3
Self,WatchEvent,1,3,2012,1
Prolog,CreateEvent,1,3,2012,1
Arc,IssuesEvent,3,3,2013,4
Common Lisp,CreateEvent,3,3,2013,3
Common Lisp,CreateEvent,1,3,2012,2
CLIPS,WatchEvent,1,1,2013,1
Factor,IssuesEvent,1,6,2012,1
Lua,CreateEvent,1,1,2014,2
FORTRAN,CreateEvent,1,1,2014,2
Mathematica,ForkEvent,1,2,2014,2
OCaml,CreateEvent,1,1,2013,4
Omgrofl,PushEvent,1,2,2013,2
Max,IssuesEvent,1,3,2012,4
AppleScript,CreateEvent,1,1,2013,2
Max/MSP,PushEvent,1,1,2013,1
Elixir,CreateEvent,1,1,2014,1
Clojure,PushEvent,6205,46583,2014,3
JavaScript,WatchEvent,81585,823688,2014,3
Go,WatchEvent,8577,115609,2014,3
TeX,PushEvent,10255,129565,2014,2
Puppet,PushEvent,4879,37613,2014,2
Max,IssuesEvent,17,233,2014,2
CoffeeScript,ForkEvent,2919,10071,2014,2
Objective-C,PushEvent,36568,249427,2014,4
Python,WatchEvent,49868,285045,2014,4
PHP,WatchEvent,35499,168816,2014,4
CSS,ForkEvent,16223,79721,2014,4
Scheme,PushEvent,1667,14000,2014,4
Rust,IssuesEvent,473,4688,2014,4
R,CreateEvent,181,182,2014,4
Arduino,ForkEvent,897,1787,2014,4
C#,CreateEvent,40,41,2014,4
Prolog,WatchEvent,229,831,2014,4
Python,ForkEvent,405,467,2015,1
Shell,PushEvent,1020,3045,2015,1
Objective-C,WatchEvent,509,756,2015,1
Shell,IssuesEvent,53,68,2015,1
Coq,PushEvent,7,14,2015,1
R,WatchEvent,33,36,2015,1
SQF,PushEvent,20,58,2015,1
Makefile,WatchEvent,14,16,2015,1
LiveScript,ForkEvent,1,1,2015,1
Arduino,WatchEvent,13,13,2015,1
Gnuplot,ForkEvent,1,1,2015,1
Assembly,WatchEvent,494,3187,2014,3
XProc,PushEvent,14,114,2014,4
SQF,ForkEvent,115,396,2014,4
J,PushEvent,19,178,2014,4
R,CreateEvent,173,173,2014,3
Arc,ForkEvent,7,13,2014,3
nesC,ForkEvent,46,139,2014,3
Gnuplot,ForkEvent,9,21,2014,4
Hy,WatchEvent,19,54,2014,4
Gosu,ForkEvent,56,130,2014,4
nesC,ForkEvent,39,101,2014,4
M,IssuesEvent,21,98,2014,4
Zephir,PushEvent,18,200,2014,3
Scilab,ForkEvent,15,24,2014,4
SuperCollider,ForkEvent,26,32,2014,3
Inform 7,ForkEvent,14,31,2014,3
CoffeeScript,WatchEvent,4794,45001,2014,2
Smalltalk,IssuesEvent,25,331,2014,2
Apex,PushEvent,334,2535,2014,2
M,PushEvent,277,1516,2014,2
XSLT,ForkEvent,296,1301,2014,2
AppleScript,PushEvent,425,1964,2014,2
Objective-C++,ForkEvent,60,1114,2014,2
Eiffel,IssuesEvent,6,367,2014,2
LSL,PushEvent,21,197,2014,3
NetLogo,PushEvent,84,1147,2014,2
Alloy,PushEvent,4,16,2014,4
XML,WatchEvent,42,73,2014,2
Max,IssuesEvent,1,1,2015,1
Bluespec,PushEvent,2,4,2015,1
Standard ML,WatchEvent,2,2,2015,1
xBase,PushEvent,2,2,2015,1
Arduino,IssuesEvent,1,2,2015,1
AutoIt,IssuesEvent,1,10,2015,1
Bluespec,WatchEvent,24,27,2014,3
Harbour,PushEvent,3,16,2014,2
Mathematica,PushEvent,41,263,2014,2
Red,IssuesEvent,1,32,2014,2
OpenSCAD,CreateEvent,6,6,2014,4
Red,ForkEvent,6,11,2014,4
UnrealScript,ForkEvent,14,14,2014,4
Dart,CreateEvent,4,4,2014,4
Nix,PushEvent,4,18,2014,2
Chapel,ForkEvent,3,5,2014,3
C#,CreateEvent,3,3,2014,2
Logtalk,IssuesEvent,1,5,2014,3
RobotFramework,ForkEvent,1,1,2014,4
NetLogo,CreateEvent,1,1,2014,4
Ox,ForkEvent,1,1,2014,3
LoomScript,IssuesEvent,1,1,2015,1
Pascal,PushEvent,905,9698,2014,1
CoffeeScript,WatchEvent,4196,41850,2014,1
Clojure,IssuesEvent,664,2914,2014,1
R,IssuesEvent,662,3646,2014,1
PowerShell,WatchEvent,406,1507,2014,1
Haxe,PushEvent,840,8674,2014,1
DM,PushEvent,318,7082,2014,1
Awk,PushEvent,109,699,2014,1
Common Lisp,ForkEvent,308,625,2014,1
Io,ForkEvent,26,80,2014,1
Verilog,ForkEvent,119,229,2014,1
BlitzBasic,IssuesEvent,12,56,2014,1
R,CreateEvent,440,448,2014,1
Grammatical Framework,PushEvent,5,20,2014,2
Factor,IssuesEvent,2,30,2014,2
Nu,WatchEvent,27,37,2014,1
XProc,IssuesEvent,1,6,2014,1
SuperCollider,ForkEvent,26,33,2014,1
Dylan,ForkEvent,34,44,2014,1
Self,WatchEvent,2,19,2014,2
Puppet,PushEvent,3581,23893,2013,2
PHP,WatchEvent,23540,108231,2013,2
Emacs Lisp,PushEvent,5039,35495,2012,4
Python,ForkEvent,11555,84151,2012,2
Puppet,WatchEvent,568,1191,2012,4
PHP,IssuesEvent,8702,60883,2013,3
PHP,PushEvent,50802,1032696,2012,3
Perl,ForkEvent,2350,5406,2013,1
Ruby,PushEvent,126093,1000996,2013,4
C#,PushEvent,12708,296318,2012,2
Scala,PushEvent,4953,46169,2012,4
C++,PushEvent,7865,195381,2012,1
CoffeeScript,WatchEvent,1723,30520,2012,3
C#,ForkEvent,3566,9913,2012,4
Java,IssuesEvent,8906,73006,2013,3
Emacs Lisp,PushEvent,5058,69433,2012,3
C++,IssuesEvent,1722,38454,2012,2
Assembly,PushEvent,528,12924,2012,2
C,WatchEvent,2992,30141,2012,1
Puppet,PushEvent,2764,17007,2013,1
Erlang,PushEvent,1826,27346,2012,3
Perl,PushEvent,2438,42774,2012,1
Java,ForkEvent,12459,78124,2012,3
Haskell,WatchEvent,1192,3926,2012,4
R,PushEvent,4578,47686,2013,4
F#,WatchEvent,373,1444,2013,4
Lua,PushEvent,651,13176,2012,1
Lua,WatchEvent,885,7451,2012,2
XSLT,PushEvent,1384,12370,2013,4
D,PushEvent,924,8658,2013,1
Clojure,ForkEvent,815,2322,2012,4
C,IssuesEvent,4134,29265,2013,4
ActionScript,WatchEvent,1146,5089,2013,4
Prolog,WatchEvent,91,562,2013,1
Emacs Lisp,WatchEvent,1114,5102,2012,4
VimL,ForkEvent,1822,5656,2013,2
D,WatchEvent,248,1457,2012,3
XML,PushEvent,1087,9378,2013,2
Haskell,WatchEvent,1658,5260,2013,2
Emacs Lisp,WatchEvent,354,3213,2012,1
Xtend,PushEvent,58,594,2013,4
Haskell,IssuesEvent,421,2715,2012,4
D,ForkEvent,249,617,2013,4
Mirah,PushEvent,6,8,2013,2
Lua,WatchEvent,940,5062,2012,3
Assembly,IssuesEvent,25,223,2012,3
Objective-J,WatchEvent,31,249,2012,1
VimL,IssuesEvent,125,945,2012,1
Pure Data,PushEvent,77,397,2013,1
Puppet,IssuesEvent,152,357,2012,4
Puppet,IssuesEvent,204,491,2013,1
Common Lisp,WatchEvent,577,1938,2013,2
Rust,IssuesEvent,16,723,2013,1
OpenEdge ABL,WatchEvent,23,227,2013,1
PowerShell,IssuesEvent,93,424,2013,4
ColdFusion,PushEvent,107,1830,2012,1
Scheme,ForkEvent,213,407,2013,4
Factor,PushEvent,23,518,2013,3
OCaml,WatchEvent,223,2104,2012,2
Emacs Lisp,IssuesEvent,407,1552,2013,1
Assembly,IssuesEvent,30,355,2012,2
Kotlin,PushEvent,32,810,2012,3
Bluespec,PushEvent,3,171,2013,4
Tcl,IssuesEvent,14,149,2012,2
HaXe,ForkEvent,69,99,2013,3
Common Lisp,WatchEvent,612,1637,2013,3
FORTRAN,IssuesEvent,32,195,2012,4
Nimrod,WatchEvent,20,260,2013,4
OCaml,ForkEvent,44,177,2012,1
Alloy,WatchEvent,4,16,2014,2
nesC,PushEvent,82,728,2013,4
Assembly,IssuesEvent,35,106,2012,4
Racket,WatchEvent,96,334,2012,4
DOT,PushEvent,72,603,2013,1
Elixir,WatchEvent,30,363,2012,3
AutoHotkey,ForkEvent,26,51,2012,4
F#,IssuesEvent,58,314,2013,3
ColdFusion,IssuesEvent,60,621,2013,3
Fancy,PushEvent,6,173,2012,3
Nemerle,IssuesEvent,3,113,2012,2
Gosu,WatchEvent,3,15,2012,1
Scilab,WatchEvent,7,14,2012,4
Bro,PushEvent,20,91,2013,3
Delphi,ForkEvent,67,138,2012,4
J,PushEvent,12,98,2013,4
ooc,PushEvent,27,190,2013,2
Verilog,WatchEvent,44,192,2012,3
Eiffel,WatchEvent,18,27,2013,3
C,CreateEvent,20,20,2013,1
Pure Data,WatchEvent,42,116,2013,1
ActionScript,CreateEvent,3,3,2014,1
Tcl,WatchEvent,69,114,2013,2
Io,WatchEvent,11,36,2012,1
OpenEdge ABL,IssuesEvent,15,54,2013,4
OpenEdge ABL,IssuesEvent,5,41,2012,3
Common Lisp,IssuesEvent,83,347,2012,3
UnrealScript,PushEvent,24,267,2013,4
Rebol,ForkEvent,5,8,2013,1
HaXe,WatchEvent,104,196,2013,4
SuperCollider,WatchEvent,20,24,2013,1
Objective-J,IssuesEvent,12,71,2012,4
Vala,ForkEvent,51,141,2013,4
Lua,CreateEvent,3,8,2012,2
Opa,WatchEvent,7,7,2013,4
Component Pascal,WatchEvent,1,1,2014,2
AutoHotkey,IssuesEvent,14,42,2013,1
VimL,CreateEvent,8,24,2012,1
Gosu,WatchEvent,5,12,2012,3
OpenEdge ABL,IssuesEvent,7,28,2013,2
Kotlin,IssuesEvent,6,29,2013,3
BlitzBasic,WatchEvent,11,14,2013,4
Standard ML,ForkEvent,5,23,2012,2
Logtalk,IssuesEvent,1,4,2013,1
Pike,PushEvent,19,41,2013,2
Factor,WatchEvent,8,39,2013,2
Forth,WatchEvent,1,1,2013,1
Gosu,IssuesEvent,3,5,2013,2
Rebol,WatchEvent,8,12,2013,1
Perl,CreateEvent,33,33,2013,3
Lua,CreateEvent,9,9,2013,2
Boo,ForkEvent,2,6,2012,1
Tcl,CreateEvent,1,3,2012,2
Boo,WatchEvent,5,7,2013,1
Racket,CreateEvent,1,3,2012,2
Verilog,IssuesEvent,2,12,2012,1
Rouge,PushEvent,3,3,2013,3
Visual Basic,CreateEvent,2,2,2013,2
Self,PushEvent,2,9,2012,1
Nu,ForkEvent,4,5,2013,4
CoffeeScript,CreateEvent,6,6,2012,4
PogoScript,WatchEvent,6,11,2013,3
Pike,WatchEvent,3,4,2013,4
CLIPS,ForkEvent,1,2,2013,1
Emacs Lisp,CreateEvent,3,3,2013,3
Opa,IssuesEvent,1,2,2013,4
Eiffel,CreateEvent,1,1,2012,4
Scala,ForkEvent,2236,7926,2014,3
Shell,WatchEvent,13897,76567,2014,3
VimL,PushEvent,20730,118087,2014,2
Clojure,WatchEvent,2904,19257,2014,2
Java,PushEvent,222852,2323315,2014,4
Lua,WatchEvent,2517,8953,2014,4
PHP,ForkEvent,262,318,2015,1
JavaScript,IssuesEvent,474,781,2015,1
Shell,WatchEvent,291,390,2015,1
Elm,PushEvent,5,12,2015,1
Matlab,PushEvent,4539,38276,2014,3
ActionScript,WatchEvent,1123,3677,2014,3
ActionScript,ForkEvent,803,1960,2014,3
Common Lisp,PushEvent,1280,10675,2014,3
Io,WatchEvent,54,167,2014,3
Smalltalk,PushEvent,175,2191,2014,3
XQuery,PushEvent,176,1886,2014,4
Dart,ForkEvent,317,714,2014,4
Kotlin,IssuesEvent,27,115,2014,4
Nemerle,PushEvent,33,463,2014,3
ColdFusion,ForkEvent,178,297,2014,3
PureScript,WatchEvent,109,419,2014,4
J,WatchEvent,9,50,2014,4
Scheme,IssuesEvent,122,314,2014,4
Mercury,WatchEvent,23,110,2014,4
ANTLR,PushEvent,77,287,2014,3
IDL,ForkEvent,81,233,2014,3
Frege,WatchEvent,7,219,2014,4
Tcl,IssuesEvent,49,214,2014,4
Perl6,IssuesEvent,26,57,2014,4
Frege,ForkEvent,8,21,2014,4
Parrot,WatchEvent,6,10,2014,4
IDL,ForkEvent,80,233,2014,4
Red,WatchEvent,15,41,2014,3
DOT,WatchEvent,34,104,2014,3
Brightscript,PushEvent,32,280,2014,3
PigLatin,PushEvent,69,238,2014,4
Pan,PushEvent,25,195,2014,4
Delphi,WatchEvent,49,68,2014,4
Smalltalk,ForkEvent,37,43,2014,4
BlitzBasic,ForkEvent,63,186,2014,3
Mathematica,IssuesEvent,21,67,2014,3
Squirrel,ForkEvent,17,33,2014,3
Mirah,ForkEvent,3,7,2014,3
Game Maker Language,IssuesEvent,23,333,2014,3
Elm,ForkEvent,22,44,2014,3
Hy,ForkEvent,8,9,2014,4
Factor,ForkEvent,6,8,2014,4
PogoScript,PushEvent,6,37,2014,3
Haskell,CreateEvent,12,12,2014,3
AutoIt,IssuesEvent,17,45,2014,3
BlitzMax,WatchEvent,6,9,2014,4
Pan,ForkEvent,9,12,2014,3
ANTLR,IssuesEvent,4,11,2014,3
Monkey,PushEvent,39,214,2014,3
Alloy,PushEvent,16,123,2014,3
Brightscript,IssuesEvent,8,32,2014,3
TypeScript,IssuesEvent,279,2541,2014,2
REALbasic,PushEvent,34,311,2014,2
SourcePawn,IssuesEvent,16,93,2014,2
JavaScript,CreateEvent,555,569,2014,2
Scilab,PushEvent,65,279,2014,2
Perl6,WatchEvent,26,67,2014,3
Nimrod,WatchEvent,44,233,2014,2
Gosu,PushEvent,2,2,2015,1
ooc,PushEvent,1,2,2015,1
Python,CreateEvent,3,3,2015,1
Hy,PushEvent,1,1,2015,1
Frege,WatchEvent,2,5,2015,1
FORTRAN,WatchEvent,1,1,2015,1
Prolog,ForkEvent,1,1,2015,1
Smalltalk,WatchEvent,1,1,2015,1
SQL,PushEvent,1,1,2015,1
REALbasic,ForkEvent,6,11,2014,3
Mathematica,CreateEvent,2,2,2014,3
BlitzMax,ForkEvent,10,15,2014,3
Bluespec,ForkEvent,16,20,2014,3
LOLCODE,PushEvent,3,24,2014,4
Pure Data,IssuesEvent,7,25,2014,3
ABAP,ForkEvent,10,15,2014,3
CLIPS,IssuesEvent,1,3,2014,4
Perl6,CreateEvent,1,1,2014,4
xBase,ForkEvent,8,10,2014,2
Logtalk,IssuesEvent,1,1,2014,4
SourcePawn,ForkEvent,6,6,2015,1
Ruby,WatchEvent,32246,193175,2014,1
Puppet,PushEvent,5257,34660,2014,1
Scala,PushEvent,8896,83361,2014,1
Haxe,IssuesEvent,125,1209,2014,1
Groovy,ForkEvent,863,1856,2014,1
TeX,ForkEvent,808,2131,2014,1
Gosu,ForkEvent,40,91,2014,1
Gosu,PushEvent,117,749,2014,1
DM,ForkEvent,53,506,2014,1
Dylan,WatchEvent,31,62,2014,1
Boo,ForkEvent,19,22,2014,1
Factor,IssuesEvent,1,33,2014,1
ANTLR,ForkEvent,11,13,2014,1
BlitzBasic,WatchEvent,46,119,2014,1
GAMS,ForkEvent,11,11,2014,3
Crystal,WatchEvent,15,89,2014,1
Stata,ForkEvent,5,106,2014,2
UnrealScript,WatchEvent,8,15,2014,2
Augeas,WatchEvent,3,9,2014,1
Awk,IssuesEvent,10,27,2014,1
XSLT,CreateEvent,1,1,2014,1
Ragel in Ruby Host,WatchEvent,8,26,2014,2
Mirah,PushEvent,1,8,2014,2
Mercury,IssuesEvent,4,23,2014,2
VCL,WatchEvent,1,5,2014,2
C++,PushEvent,21468,804983,2012,2
C,PushEvent,36608,422350,2013,1
VimL,PushEvent,14066,83099,2012,4
C++,PushEvent,33472,428447,2013,1
Ruby,PushEvent,81251,1225977,2012,3
VimL,WatchEvent,2147,41114,2012,2
Ruby,PushEvent,101197,762165,2013,1
C,WatchEvent,9664,119488,2012,2
C,PushEvent,24080,816514,2012,2
Java,ForkEvent,10904,88660,2012,2
Ruby,IssuesEvent,9988,47817,2013,3
Racket,PushEvent,732,6593,2013,3
F#,PushEvent,339,3535,2012,4
Racket,PushEvent,549,5784,2012,4
Go,WatchEvent,4940,58312,2013,4
Objective-C,ForkEvent,5998,24830,2012,4
